CDREDE;DE;CODMUN;MUN;CATEG;COD_ESC;TIPOESC;CODVINC;NOMESC;ENDESC;NUMESC;BAIESC;EMAIL;FONE1;ZONA;ENSINO INFANTIL;CLASSES ESPECIAIS;SALA DE RECURSO;ANOS INICIAIS;ANOS FINAIS;ENSINO MÉDIO;EJA – ANOS INICIAS;EJA – ANOS FINAIS;EJA – ENSINO MEDIO
20206;TAUBATE;688;TAUBATE;1;14126;8;NULL;JACQUES FELIX;DOMINGUES RIBAS;1072;VILA IAPI;E014126A@EDUCACAO.SP.GOV.BR;36323881;1;0;11;0;0;0;617;0;0;180
20206;TAUBATE;688;TAUBATE;1;14175;8;NULL;AMADOR BUENO DA VEIGA;JOSE MARIA DE OLIVEIRA;190;PARQUE SANTO ANTONIO;E014175A@EDUCACAO.SP.GOV.BR;36220212;1;0;0;0;0;0;202;0;0;0
20206;TAUBATE;688;TAUBATE;1;14291;8;NULL;NEWTON CAMARA LEAL BARROS;NARIZINHO;700;JARDIM GURILANDIA;E014291A@EDUCACAO.SP.GOV.BR;36084866;1;0;0;0;0;0;324;0;0;0
20206;TAUBATE;688;TAUBATE;1;916675;8;NULL;JOSE MAZELLA PROFESSOR;RODOVIA OSWALDO CRUZ;KM 15;REGISTRO;E916675A@EDUCACAO.SP.GOV.BR;36260211;2;0;0;0;0;4;66;0;0;0
20202;GUARATINGUETA;332;GUARATINGUETA;1;12920;8;NULL;FRANCISCO AUGUSTO DA COSTA BRAGA PROF;PEDRO CAPPIO;72;PEDREGULHO;E012920A@EDUCACAO.SP.GOV.BR;31253356;1;0;0;0;0;0;730;0;0;209
20202;GUARATINGUETA;591;ROSEIRA;1;12877;8;NULL;ANDRE BROCA PROF;RUA ROQUE VIEIRA;83;CENTRO;E012877A@EDUCACAO.SP.GOV.BR;36461290;1;0;0;0;0;0;305;0;0;106
20202;GUARATINGUETA;777;CANAS;1;13134;8;NULL;ALICE VILELA GALVAO PROFA;RUA HOMERO ORTIZ MARCONDES;470;CENTRO;E013134A@EDUCACAO.SP.GOV.BR;31511131;1;0;1;0;0;0;121;0;36;95
20204;PINDAMONHANGABA;246;CAMPOS DO JORDAO;1;442550;8;NULL;EXPEDITO CAMARGO FREIRE PROFESSOR;GENKO SAKANE;160;BRANCAS NUVENS;E442550A@EDUCACAO.SP.GOV.BR;36623311;1;0;2;0;0;0;362;0;0;0
20205;SAO JOSE DOS CAMPOS;645;SAO JOSE DOS CAMPOS;1;42316;8;NULL;MALBA THEREZA FERRAZ CAMPANER PROFESSORA;MIKADO;142;JARDIM ORIENTE;E042316A@EDUCACAO.SP.GOV.BR;39316322;1;0;10;0;353;411;236;0;0;0
20205;SAO JOSE DOS CAMPOS;645;SAO JOSE DOS CAMPOS;1;42328;8;NULL;NELSON DO NASCIMENTO MONTEIRO PROFESSOR;HERMENEGILDO SCARENSI;91;CONJUNTO RESIDENCIAL TRINTA E UM DE MARCO;E042328A@EDUCACAO.SP.GOV.BR;39315844;1;0;0;0;0;0;382;0;0;0
20205;SAO JOSE DOS CAMPOS;645;SAO JOSE DOS CAMPOS;1;905124;8;NULL;DIRCE ELIAS PROFESSORA;ESTRADA MUNICIPAL JOSE BENEDITO DE OLIVEIRA;1991;FREITAS;E905124A@EDUCACAO.SP.GOV.BR;39481048;2;0;7;0;225;187;124;0;0;0
20205;SAO JOSE DOS CAMPOS;645;SAO JOSE DOS CAMPOS;1;919724;8;NULL;ZILAH FERREIRA VIAGI PASSARELLI DE CAMPOS PROFESSORA;VOTUPORANGA;326;BOSQUE DOS EUCALIPTOS;E919724A@EDUCACAO.SP.GOV.BR;39361080;1;0;10;0;0;433;421;0;0;0
20205;SAO JOSE DOS CAMPOS;645;SAO JOSE DOS CAMPOS;1;920459;8;NULL;ELIDIA TEDESCO DE OLIVEIRA PROFESSORA;JUVENAL SANTOS;4;CONJUNTO RESIDENCIAL GALO BRANCO;E920459A@EDUCACAO.SP.GOV.BR;39050221;1;0;12;0;324;159;329;0;0;0
20205;SAO JOSE DOS CAMPOS;645;SAO JOSE DOS CAMPOS;1;922018;8;NULL;MARCIA HELENA BARBOSA LINO PROFESSORA;JOSE RODRIGUES SALGADO;150;CAMPO DOS ALEMAES;E922018A@EDUCACAO.SP.GOV.BR;39661357;1;0;0;0;0;0;318;0;0;0
20206;TAUBATE;234;CACAPAVA;2;985740;6;14148;CEL JTO A EE MINISTRO JOSE MOURA RESENDE;GONCALVES DIAS;356;VILA SANTOS;E014148A@EDUCACAO.SP.GOV.BR;36533203;1;0;0;0;0;0;0;0;0;0
20206;TAUBATE;504;PARAIBUNA;1;42298;8;NULL;GERALDO MARTINS DOS SANTOS PROFESSOR;BAIRRO DO ESPIRITO SANTO;SN;ESPIRITO SANTO;E042298A@EDUCACAO.SP.GOV.BR;97576224;2;0;0;0;0;98;55;0;0;0
20206;TAUBATE;504;PARAIBUNA;1;918398;8;NULL;BAIRRO DO CEDRO;PRACA NOSSA SENHORA DO CEDRO;03;DO CEDRO;E918398A@EDUCACAO.SP.GOV.BR;39811123;2;0;0;0;0;87;56;0;0;0
20206;TAUBATE;688;TAUBATE;2;457772;15;14023;HCTP DR ARNALDO AMADO FERREIRA DE TAUBATE;AVENIDA MARECHAL DEODORO DA FONSECA;746;JARDIM SANTA CLARA;HCTP@HCTPTAUBATE.SAP.SP.GOV.BR;36212022;1;0;0;0;0;0;0;15;24;15
20207;JACAREI;188;ARUJA;1;39457;8;NULL;GERALDO BARBOSA DE ALMEIDA PREFEITO;ESTR DOS FERNANDES;2332;MIRANTE DO ARUJA;E039457A@EDUCACAO.SP.GOV.BR;46554635;1;0;3;0;0;229;108;0;0;0
20207;JACAREI;188;ARUJA;1;923205;8;NULL;EDIR PAULINO ALBUQUERQUE PROFA;RUA ARISTIDES RAMOS DOS SANTOS;;ARUJA CENTRO RESIDENCIAL;E923205A@EDUCACAO.SP.GOV.BR;46550071;1;0;9;0;0;415;790;0;0;147
20207;JACAREI;331;GUARAREMA;1;48082;8;NULL;JOSE VEIGA PROF;AVENIDA AMERICA;254;NOVA GUANABARA;E048082A@EDUCACAO.SP.GOV.BR;46934015;1;0;7;0;0;274;199;0;0;0
20207;JACAREI;392;JACAREI;1;13821;8;NULL;JOAO FELICIANO;ALFREDO RAMOS;40;CENTRO;E013821A@EDUCACAO.SP.GOV.BR;39514751;1;0;12;0;0;522;191;0;366;0
20207;JACAREI;392;JACAREI;1;13973;8;NULL;DIRCEU JUNQUEIRA DE SOUZA PROF;AVENIDA JORGE MALAQUIAS PEREIRA;62;JARDIM NOVA ESPERANCA;E013973A@EDUCACAO.SP.GOV.BR;39561852;1;0;9;0;0;354;209;0;0;0
20207;JACAREI;392;JACAREI;1;45445;8;NULL;MARIA APARECIDA RICO PROFA;ANTONIO ALVES;226;PAGADOR DE ANDRADE;E045445A@EDUCACAO.SP.GOV.BR;39532564;1;0;0;0;0;68;26;0;0;0
20207;JACAREI;392;JACAREI;1;49256;8;NULL;JOAO CRUZ PROF;JOSE RIBEIRO MOREIRA;100;PARQUE CALIFORNIA;E049256A@EDUCACAO.SP.GOV.BR;39581445;1;0;6;0;0;594;440;0;0;0
20207;JACAREI;392;JACAREI;1;908022;8;NULL;AMAURY TEIXEIRA VASQUES PROF;MIGRANTES;1380;PARQUE MEIA LUA;E908022A@EDUCACAO.SP.GOV.BR;39514334;1;0;3;0;0;303;143;0;37;66
20208;CARAGUATATUBA;254;CARAGUATATUBA;1;35853;8;NULL;BENEDITA PINTO FERREIRA;RUA JOSE PEDRO DE OLIVEIRA BARBOSA;119;JARDIM CASA BRANCA;E035853A@EDUCACAO.SP.GOV.BR;38822290;1;0;7;0;0;0;170;0;0;0
20208;CARAGUATATUBA;701;UBATUBA;1;11216;8;NULL;DEOLINDO DE OLIVEIRA SANTOS CAPITAO;RUA CONCEICAO;844;CENTRO;E011216A@EDUCACAO.SP.GOV.BR;38321484;1;0;14;0;0;0;467;0;0;0
20208;CARAGUATATUBA;701;UBATUBA;1;100201;10;NULL;ALDEIA RENASCER;AVENIDA CORCOVADO;SN;CORCOVADO;E100201A@EDUCACAO.SP.GOV.BR;38480228;1;1;0;0;11;8;6;0;3;0
20301;APIAI;176;APIAI;1;41439;8;NULL;OSWALDINA SANTOS PROFA;CELIA CARRIEL DE LIMA;95;LAGEADO;E041439A@EDUCACAO.SP.GOV.BR;35580503;2;0;6;0;166;178;101;0;0;0
20205;SAO JOSE DOS CAMPOS;645;SAO JOSE DOS CAMPOS;1;35397;8;NULL;JUVENAL MACHADO DE ARAUJO PROFESSOR;VICENTE CELESTINO;150;VILA TESOURO;E035397A@EDUCACAO.SP.GOV.BR;39296447;1;0;15;0;472;421;452;0;0;0
20205;SAO JOSE DOS CAMPOS;645;SAO JOSE DOS CAMPOS;1;925925;8;NULL;EDERA IRENE PEREIRA DE OLIVEIRA CARDOSO PROFESSORA;RUA SAO JANUARIO;81;JARDIM SAO JUDAS TADEU;E925925A@EDUCACAO.SP.GOV.BR;39441675;1;0;13;0;0;418;624;0;0;0
20205;SAO JOSE DOS CAMPOS;645;SAO JOSE DOS CAMPOS;2;121605;34;13602;CENTRO ATEND SOCIOEDUC ADOLESC SAO JOSE DOS CAMPOS CI;RODOVIA TAMOIOS;KM 12;TAMOIOS;E013602A@EDUCACAO.SP.GOV.BR;39210167;1;0;0;0;0;0;0;0;0;0
20206;TAUBATE;234;CACAPAVA;1;39676;8;NULL;MALVINA LEITE E SILVA PROFESSORA;GERALDO FRANCISCO RUFINO;SN;PIEDADE;E039676A@EDUCACAO.SP.GOV.BR;36521247;1;0;8;0;0;244;123;0;0;0
20206;TAUBATE;234;CACAPAVA;1;906748;8;NULL;MARIA APARECIDA FRANCA BARBOSA DE ARAUJO PROFESSORA;AVENIDA HONORIO FERREIRA PEDROSA;611;PARQUE RESIDENCIAL NOVA CACAPAVA;E906748A@EDUCACAO.SP.GOV.BR;36521267;1;0;9;0;0;297;176;0;0;0
20206;TAUBATE;234;CACAPAVA;1;914459;8;NULL;MARGARIDA MAIA DE ALMEIDA VIEIRA PROFESSORA;AMAZONAS;55;PARQUE RESIDENCIAL ALVORADA;E914459A@EDUCACAO.SP.GOV.BR;36533167;1;0;9;0;0;537;369;0;0;0
20206;TAUBATE;504;PARAIBUNA;1;13882;8;NULL;EDUARDO JOSE DE CAMARGO CORONEL;AVENIDA MAJOR JOAO  ELIAS DE CALAZANS;190;CENTRO;E013882A@EDUCACAO.SP.GOV.BR;39740211;1;0;17;0;0;394;244;0;29;85
20206;TAUBATE;648;SAO LUIZ DO PARAITINGA;1;37874;8;NULL;IGNACIO GIOIA MONSENHOR;VIA DE ACESSO JOAO ROMAN;SN;CENTRO;E037874A@EDUCACAO.SP.GOV.BR;36711403;1;0;0;0;0;0;338;0;0;0
20206;TAUBATE;688;TAUBATE;2;411848;34;14023;CENTRO DE ATEND SOCIOEDUC AO ADOLESC DE TAUBATE CI;AMADOR BUENO DA VEIGA;KM 138;JARDIM JARAGUA;CASATAUBATE@FUNDACAOCASA.SP.GOV.BR;34213953;2;0;0;0;0;0;0;0;0;0
20207;JACAREI;188;ARUJA;1;6385;8;NULL;WASHINGTON LUIZ PEREIRA DE SOUZA DR;WASHINGTON LUIZ;27;CENTRO;E006385A@EDUCACAO.SP.GOV.BR;46552101;1;0;21;0;0;316;464;0;245;0
20207;JACAREI;350;IGARATA;1;13959;8;NULL;BENEDITO RAMOS ARANTES CEL;MARIA HELENA MARCONDES;65;CENTRO;CORONELBRARANTES@GMAIL.COM;46581191;1;0;9;0;0;250;368;0;0;30
20207;JACAREI;616;SANTA ISABEL;1;6531;8;NULL;GUILHERMINO MENDES DE ANDRADE MAJOR;RUA NOVE DE JULHO;122;CENTRO;E006531A@EDUCACAO.SP.GOV.BR;46562556;1;0;8;0;0;516;0;0;69;0
20207;JACAREI;616;SANTA ISABEL;1;36146;8;NULL;JOAQUIM SIMAO;RODOVIA PREFEITO JOAQUIM SIMAO;66;VARADOURO;E036146A@EDUCACAO.SP.GOV.BR;46563010;2;0;5;0;0;234;155;0;0;0
20208;CARAGUATATUBA;654;SAO SEBASTIAO;1;46681;8;NULL;DULCE CESAR TAVARES PROFESSORA;AVENIDA DOUTOR FRANCISCO LOUP;1140;MARESIAS;E046681A@EDUCACAO.SP.GOV.BR;38656289;1;0;0;0;0;0;309;0;0;0
20301;APIAI;176;APIAI;1;14370;8;NULL;ANTONIA BAPTISTA CALAZANS LUZ PROFA;RUA 1 DE MAIO;894;CENTRO;E014370A@EDUCACAO.SP.GOV.BR;35521663;1;0;9;0;0;0;238;0;0;0
20301;APIAI;360;IPORANGA;2;5693;31;14321;BAIRRO DE BOMBAS;BAIRRO BOMBAS DE BAIXO;SN;BOMBAS DE BAIXO;E014321A@EDUCACAO.SP.GOV.BR;35561568;2;0;0;0;0;4;0;0;0;4
20302;AVARE;263;CERQUEIRA CESAR;2;336836;9;14527;CENTRO DE ATEND SOCIOEDUC AO ADOLESC FEMININO ANITA GARIBALDI  CIP;AREA RURAL;S/N;AREA RURAL DE CERQUEIRA CESAR;PEDAG1CASAAGARIBALDI@FUNDACAOCASA.SP.GOV.BR;37149044;2;0;0;0;0;0;0;0;0;0
20302;AVARE;727;IARAS;2;566032;36;14552;ASSENTAMENTO ZUMBI DOS PALMARES;AREA RURAL;S/N;AREA RURAL DE IARAS;E566032A@EDUCACAO.SP.GOV.BR;37641116;2;0;0;0;0;0;60;0;0;0
20303;BOTUCATU;218;BOFETE;1;14801;8;NULL;ANSELMO BERTONCINI;JOSE RAMOS DE MELO;27;CENTRO;E014801A@EDUCACAO.SP.GOV.BR;38831157;1;0;0;0;0;0;317;0;0;86
20303;BOTUCATU;224;BOTUCATU;1;14941;8;NULL;PEDRO TORRES PROF;AMANDO DE BARROS;SN;VILA SANTA TEREZINHA;E014941A@EDUCACAO.SP.GOV.BR;38133031;1;0;39;0;0;214;390;0;0;0
20303;BOTUCATU;383;ITATINGA;1;14448;8;NULL;DANUZIA DE SANTI PROFA;SAO BENEDITO;549;CENTRO;E014448A@EDUCACAO.SP.GOV.BR;38481488;1;0;0;0;0;285;286;0;0;0
20304;ITAPETININGA;333;GUAREI;2;453523;15;15003;PENITENCIARIA I DE GUAREI;ESTRADA VICINAL DOMICIANO;SN;CAPELA VELHA;E015003A@EDUCACAO.SP.GOV.BR;32581843;2;0;0;0;0;0;0;24;71;58
20305;ITAPEVA;372;ITAPEVA;1;15544;8;NULL;ZULMIRA DE OLIVEIRA PROFESSORA;RUA CAPAO BONITO;99;VILA BOM JESUS;E015544A@EDUCACAO.SP.GOV.BR;35220441;1;0;6;0;0;0;642;0;0;0
20305;ITAPEVA;756;NOVA CAMPINA;1;15428;8;NULL;SIMPLICIANO CAMPOLIM DE ALMEIDA;RUA SALATIEL DAVID MUZEL;1515;CENTRO;E015428A@EDUCACAO.SP.GOV.BR;35351126;1;0;8;0;0;0;286;0;56;83
20306;ITU;265;CERQUILHO;1;922766;8;NULL;VICTORIA MARCON BELLUCCI PROFA;PRACA DOS COLIBRIS;21;FIESP;E922766A@EDUCACAO.SP.GOV.BR;32844777;1;0;0;0;0;0;415;0;0;101
20306;ITU;387;ITU;1;15702;8;NULL;ANTONIO BERRETA PROF;SOROCABA;277;VILA GATTI;E015702A@EDUCACAO.SP.GOV.BR;40226375;1;0;0;0;0;0;285;0;0;0
20207;JACAREI;188;ARUJA;1;41907;8;NULL;BENEDITO MANOEL DOS SANTOS;BENEDITO ANTONIO RIBEIRO;425;JARDIM LIMOEIRO;E041907A@EDUCACAO.SP.GOV.BR;46541711;1;0;0;0;0;145;0;0;0;0
20207;JACAREI;188;ARUJA;1;921051;8;NULL;MARIA ISABEL NEVES BASTOS PROFA;MARIA DE LOURDES MAXIMO;150;JARDIM RENATA;E921051A@EDUCACAO.SP.GOV.BR;46551901;1;0;14;0;0;274;222;0;0;0
20207;JACAREI;188;ARUJA;2;349550;34;6476;CENTRO DE ATEND SOCIOEDUC AO ADOLESCENTE DE ARUJA  CI;WALDOMIRO LUIS COUTINHO;SN;SAO BENTO;E006476A@EDUCACAO.SP.GOV.BR;34689282;1;0;0;0;0;0;0;0;0;0
20207;JACAREI;392;JACAREI;1;926024;8;NULL;DARCI LOPES PROFA;OLINDA DE ALMEIDA MERCADANTE PROFESSORA;3925;JARDIM PARAISO;E926024A@EDUCACAO.SP.GOV.BR;39621076;1;0;17;0;0;481;272;0;0;0
20207;JACAREI;616;SANTA ISABEL;1;6567;8;NULL;GABRIELA FREIRE LOBO PROFA;RUA CONEGO BICUDO;287;CENTRO;E006567A@EDUCACAO.SP.GOV.BR;46562155;1;0;6;0;0;283;380;0;0;0
20207;JACAREI;616;SANTA ISABEL;1;901878;8;NULL;MARIA DAS GRACAS SALES DE OLIVEIRA PROFA;RUA PREFEITO JOSE BASILIO ALVARENGA;848;JARDIM MONTE SERRAT;E901878A@EDUCACAO.SP.GOV.BR;46561879;1;0;8;0;0;260;160;0;0;0
20208;CARAGUATATUBA;254;CARAGUATATUBA;1;11290;8;NULL;EDUARDO CORREA DA COSTA JUNIOR DOUTOR;ELVIRA PERPETUA;S/N;JARDIM PROGRESSO;E011290A@EDUCACAO.SP.GOV.BR;38824056;1;0;7;0;0;0;241;0;0;0
20208;CARAGUATATUBA;701;UBATUBA;1;11162;8;NULL;FLORENTINA MARTINS SANCHEZ PROFESSORA;RUA BENEDITO HENRIQUE;340;PEREQUE MIRIM;E011162A@EDUCACAO.SP.GOV.BR;38420270;1;0;13;0;0;215;129;0;0;0
20208;CARAGUATATUBA;701;UBATUBA;1;38763;8;NULL;DIONISIA BUENO VELLOSO PROFESSORA;RUA IMACULADA CONCEICAO;405;PEREQUE ACU;E038763A@EDUCACAO.SP.GOV.BR;38321597;1;0;17;0;0;430;363;0;0;0
20208;CARAGUATATUBA;701;UBATUBA;1;47824;8;NULL;AURELINA FERREIRA PROFESSORA;RUA AMERICA;200;ESTUFA II;E047824A@EDUCACAO.SP.GOV.BR;38321065;1;0;15;0;0;421;312;0;0;0
20301;APIAI;176;APIAI;1;14424;8;NULL;AMBROSINA DE OLIVEIRA MATTOS PROFA;RUA ASTROGILDO A OLIVEIRA;125;DISTRITO DE ARACAIBA;E014424A@EDUCACAO.SP.GOV.BR;35581260;1;0;3;0;130;125;92;0;0;25
20302;AVARE;194;AVARE;2;453183;15;918489;CENTRO DE RESSOCIALIZACAO DOUTOR MAURO DE MACEDO;MANOEL DOS SANTOS CALLADO;207;CONJUNTO HABITACIONAL DOUTOR ANTONIO FRANCISCO INOCENCIO;PRODUCAO@CRAVARE.SAP.SP.GOV.BR;37326878;1;0;0;0;0;0;0;16;37;52
20302;AVARE;194;AVARE;2;985272;6;14497;CEL JTO A EE JOAO CRUZ;RUA PREFEITO PAULO NOVAES;871;JARDIM AMERICA;E014497A@EDUCACAO.SP.GOV.BR;37320171;1;0;0;0;0;0;0;0;0;0
20302;AVARE;685;TAQUARITUBA;1;14540;8;NULL;JOSE PENNA;RUA VINTE E QUATRO DE DEZEMBRO;559;CENTRO;E014540A@EDUCACAO.SP.GOV.BR;37621603;1;0;0;0;0;311;103;0;0;0
20302;AVARE;685;TAQUARITUBA;1;900424;8;NULL;DIMAS MOZART E SILVA PROFESSOR;RUA MANOEL JOAQUIM MENDES;661;VILA SAO VICENTE;E900424A@EDUCACAO.SP.GOV.BR;37621444;1;0;0;0;0;268;153;0;0;0
20303;BOTUCATU;224;BOTUCATU;2;296697;34;917312;CENTRO ATEND SOCIOEDUC AO ADOLESCENTE DE BOTUCATU  CI;AVENIDA JOSE ITALO BACCHI;SN;JARDIM AEROPORTO;PEDAG1CASABOTUCATU@FUNDACAOCASA.SP.GOV.BR;38114160;1;0;0;0;0;0;0;0;0;0
20303;BOTUCATU;224;BOTUCATU;2;296703;9;917312;CENTRO ATEND SOCIOEDUC AO ADOLESCENTE DE BOTUCATUCIP;AVENIDA JOSE ITALO BACCHI;SN;JARDIM AEROPORTO;NULL;NULL;1;0;0;0;0;0;0;0;0;0
20303;BOTUCATU;780;QUADRA;1;913340;8;NULL;JOSE LOPES VEREADOR;CORONEL CORNELIO V CAMARGO;510;CENTRO;E913340A@EDUCACAO.SP.GOV.BR;32531210;1;0;0;0;0;0;156;0;0;0
20304;ITAPETININGA;371;ITAPETININGA;1;900285;8;NULL;JAIR BARTH PROF;JOSE SIDNEY DA CUNHA DOUTOR;SN;JARDIM BELA VISTA;E900285A@EDUCACAO.SP.GOV.BR;32711250;1;0;0;0;0;332;217;0;0;0
20304;ITAPETININGA;371;ITAPETININGA;2;453584;15;46899;PENITENCIARIA JAIRO DE ALMEIDA BUENO;GLADYS BERNARDES MINHOTO;SN;VILA BELO HORIZONTE;E046899A@EDUCACAO.SP.GOV.BR;32758330;2;0;0;0;0;0;0;21;112;92
20304;ITAPETININGA;687;TATUI;1;16494;8;NULL;ALTINA MAYNARDES ARAUJO PROFA;RUA TEOFILO ANDRADE GAMA;800;BOQUEIRAO;E016494A@EDUCACAO.SP.GOV.BR;32052737;1;0;0;0;0;393;326;0;0;0
20305;ITAPEVA;372;ITAPEVA;1;15477;8;NULL;JEMINIANO DAVID MUZEL;RUA JOAO ANTUNES DE MOURA;871;JARDIM EUROPA;E015477A@EDUCACAO.SP.GOV.BR;35222155;1;0;9;0;0;0;544;0;0;141
20305;ITAPEVA;756;NOVA CAMPINA;1;915117;8;NULL;RICARDO CAMPOLIM DE ALMEIDA NETO;RUA NELSON ANTUNES CORDEIRO;SN;ITAOCA;E915117A@EDUCACAO.SP.GOV.BR;35350309;2;0;0;0;0;0;64;0;0;0
20305;ITAPEVA;763;RIBEIRAO GRANDE;1;915075;8;NULL;BAIRRO BOA VISTA INTERVALES;BAIRRO BOA VISTA;SN;BOA VISTA INTERVALES;E915075A@EDUCACAO.SP.GOV.BR;34446002;2;0;0;0;0;26;31;0;0;0
20306;ITU;387;ITU;1;15787;8;NULL;CESARIO MOTTA DR;THOMAZ SIMON;280;CENTRO;E015787A@EDUCACAO.SP.GOV.BR;40231649;1;0;0;0;0;326;354;0;0;0
20307;SAO ROQUE;432;MAIRINQUE;1;16081;8;NULL;ALTINA JULIA DE OLIVEIRA PROFESSORA;AVENIDA LAMARTINE NAVARRO;556;CENTRO;E016081A@EDUCACAO.SP.GOV.BR;21186016;1;0;0;0;0;0;605;0;0;0
10706;TABOAO DA SERRA;675;TABOAO DA SERRA;1;49104;8;NULL;HEITOR CAVALCANTI ALENCAR FURTADO DEPUTADO;ROBERTO PASCHOAL IGNACIO;354;JARDIM FREITAS JUNIOR;E049104A@EDUCACAO.SP.GOV.BR;41373651;1;0;35;0;0;881;515;0;0;0
10706;TABOAO DA SERRA;675;TABOAO DA SERRA;1;906463;8;NULL;EDGARD FRANCISCO;NATANAEL CESAR;84;JARDIM GUACIARA;E906463A@EDUCACAO.SP.GOV.BR;41372770;1;0;0;0;0;807;711;0;0;0
20102;SANTOS;283;CUBATAO;1;474859;8;NULL;PARQUE DOS SONHOS 9A;RUA ORLANDO TERRAS;S/N;JARDIM REAL;E474859A@EDUCACAO.SP.GOV.BR;33645249;1;0;0;0;356;181;0;0;0;0
20102;SANTOS;335;GUARUJA;1;11526;8;NULL;EMIDIO JOSE PINHEIRO PROFESSOR;CARLOS NERHING DOUTOR;1293;VILA SANTA ROSA;E011526A@EDUCACAO.SP.GOV.BR;33481213;1;0;0;0;577;0;0;0;0;0
20102;SANTOS;335;GUARUJA;1;42122;8;NULL;LUCAS NOGUEIRA GARCEZ PROFESSOR;DAS MANGUEIRAS;SN;PRAIA DO PERNAMBUCO;E042122A@EDUCACAO.SP.GOV.BR;33534513;1;0;0;0;0;247;394;0;0;113
20103;SAO VICENTE;369;ITANHAEM;1;37254;8;NULL;JOSE CARLOS BRAGA DE SOUZA DOUTOR;RUA OCTACILIO DANTAS;1500;JARDIM SAVOY;E037254A@EDUCACAO.SP.GOV.BR;34224686;1;0;0;0;0;417;420;0;0;0
20103;SAO VICENTE;524;PERUIBE;1;469786;10;NULL;ALDEIA NHAMANDU MIRIM;ROD PADRE MANUEL DE NOBREGA;KM 339;ESTANCIA SANTA CRUZ;E469786A@EDUCACAO.SP.GOV.BR;NULL;2;0;0;0;12;15;0;0;0;0
20103;SAO VICENTE;524;PERUIBE;1;911331;8;NULL;JARDIM SAO JOAO;AVENIDA EDUARDO ALVARES MACHADO;1109;BALNEARIO SAMBURA;E911331A@EDUCACAO.SP.GOV.BR;34552741;1;0;8;0;0;435;242;0;0;0
20103;SAO VICENTE;558;PRAIA GRANDE;1;48008;8;NULL;PEDRO PAULO GONCALVES LOPES PROFESSOR;RUA JOSEFA ALVES SIQUEIRA;625;QUIETUDE  JARDIM ANHANGUERA;E048008A@EDUCACAO.SP.GOV.BR;34942536;1;0;0;0;0;624;484;0;0;0
20103;SAO VICENTE;657;SAO VICENTE;1;12087;8;NULL;ENIO VILAS BOAS PROFESSOR;JOSE JOAQUIM DE AZEVEDO;1166;CIDADE NAUTICA;E012087A@EDUCACAO.SP.GOV.BR;34641983;1;0;6;0;0;317;0;0;0;0
20103;SAO VICENTE;657;SAO VICENTE;1;12300;8;NULL;MARGARIDA PINHO RODRIGUES;RUA DOUTOR POLYDORO DE OLIVEIRA BITTENCOURT;300;VILA MARGARIDA;E012300A@EDUCACAO.SP.GOV.BR;34631839;1;0;0;0;0;643;905;0;0;0
20103;SAO VICENTE;657;SAO VICENTE;1;41634;8;NULL;MARIA DULCE MENDES PROFESSORA;TUPI;500;PARQUE SAO VICENTE;E041634A@EDUCACAO.SP.GOV.BR;34645390;1;0;0;0;0;263;509;0;0;0
20202;GUARATINGUETA;235;CACHOEIRA PAULISTA;1;13055;8;NULL;MARIA IZABEL FONTOURA;RUA SANTA CRUZ;235;EMBAU;E013055A@EDUCACAO.SP.GOV.BR;31012800;2;0;5;0;0;142;67;0;14;57
20202;GUARATINGUETA;284;CUNHA;1;12786;8;NULL;GERALDO COSTA;RUA DA PALHA;40;CAMPOS DE CUNHA;E012786A@EDUCACAO.SP.GOV.BR;31191138;1;0;2;0;0;191;131;0;0;0
20202;GUARATINGUETA;332;GUARATINGUETA;1;12841;8;NULL;NILO SANTOS VIEIRA PROF;SALVADOR;345;BELVEDERE CLUB DOS 500;E012841A@EDUCACAO.SP.GOV.BR;31224028;1;0;11;0;0;169;133;0;0;0
20202;GUARATINGUETA;414;LAVRINHAS;1;12403;8;NULL;HORTA CORONEL;RUA MANOEL MACHADO;680;CENTRO;E012403A@EDUCACAO.SP.GOV.BR;31461134;1;0;0;0;0;91;110;0;0;82
20202;GUARATINGUETA;414;LAVRINHAS;1;901489;8;NULL;JULIO FORTES;AVENIDA NILO RODRIGUES LOZANO;775;JARDIM MAVISOU;E901489A@EDUCACAO.SP.GOV.BR;31465199;1;0;0;0;0;0;106;0;0;0
20202;GUARATINGUETA;420;LORENA;1;903127;8;NULL;MIQUELINA CARTOLANO PROFA;MARIO PRUDENTE DE AQUINO FILHO;395;VILA PASSOS;E903127A@EDUCACAO.SP.GOV.BR;31533242;1;0;0;0;0;254;207;0;0;0
20202;GUARATINGUETA;735;ARAPEI;1;12488;8;NULL;VICENTE DE PAULA ALMEIDA;AVENIDA SEBASTIAO ANGELO COSTA;701;CENTRO;E012488A@EDUCACAO.SP.GOV.BR;31151110;1;0;0;0;0;0;133;0;0;0
20204;PINDAMONHANGABA;246;CAMPOS DO JORDAO;2;460254;6;13286;CEL JTO A EE THEODORO CORREA CINTRA PROF;JOAQUIM CORREA CINTRA;365;V PAULISTA;E013286A@EDUCACAO.SP.GOV.BR;36621700;1;0;0;0;0;0;0;0;0;0
